TFS1160,32.42612,1003.347,70.33651,47.1165,19.3543,133.9,02:53:51,N/A
TFS1164,32.4035,1003.382,71.16822,47.1165,19.35432,129.5,02:53:55,-120
TFS1165,32.38905,1003.358,65.57314,47.1165,19.35432,129.1,02:53:56,-120
TFS1167,32.38088,1003.368,74.32789,47.11648,19.35435,126.4,02:53:58,-120
TFS1168,32.37145,1003.391,80.15189,47.1165,19.35435,125.7,02:53:59,-120
TFS1169,32.37145,1003.385,91.08506,47.11648,19.35437,123.7,02:54:00,-120
TFS1170,32.35826,1003.363,88.35679,47.1165,19.35437,124.1,02:54:01,-120
TFS1172,32.35009,1003.382,74.95791,47.1165,19.35438,122.1,02:54:03,-117
TFS1176,32.32873,1003.363,65.38018,47.11653,19.35442,122.4,02:54:07,-118
TFS1177,32.31805,1003.382,69.08523,47.11653,19.35443,122.7,02:54:08,-118
TFS1178,32.31867,1003.376,56.0511,47.11653,19.35442,123.6,02:54:09,-115
TFS1179,32.30673,1003.36,59.70071,47.11652,19.35443,123.8,02:54:10,-115
TFS1180,32.30233,1003.359,60.17421,47.11653,19.35442,126.1,02:54:11,-115
TFS1182,32.29479,1003.389,61.47365,47.11652,19.35443,127.4,02:54:13,-115
TFS1183,32.28411,1003.365,57.55534,47.11652,19.35442,127.0,02:54:14,-115
TFS1184,32.28097,1003.393,58.13898,47.11652,19.35442,128.5,02:54:15,-115
TFS1185,32.2772,1003.403,60.16919,47.11652,19.35442,129.1,02:54:16,-115
TFS1186,32.2728,1003.376,59.65674,47.11652,19.35442,129.2,02:54:17,-115
TFS1188,32.26086,1003.382,59.28547,47.11652,19.3544,129.4,02:54:19,-120
TFS1189,32.25207,1003.378,62.35146,47.11652,19.3544,129.4,02:54:20,-120
TFS1190,32.24453,1003.395,58.80059,47.11652,19.3544,128.8,02:54:21,-120
TFS1191,32.23698,1003.362,65.17496,47.11653,19.3544,129.3,02:54:22,-114
TFS1192,32.23761,1003.38,63.46262,47.11653,19.3544,129.8,02:54:23,-114
TFS1193,32.22881,1003.382,66.62486,47.11653,19.35442,130.1,02:54:24,-114
